ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT
30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,107270
30,Veracruz de Ignacio de la Llave,161,Tempoal,34408
30,Veracruz de Ignacio de la Llave,162,Tenampa,6448
30,Veracruz de Ignacio de la Llave,163,Tenochtitlán,5040
30,Veracruz de Ignacio de la Llave,164,Teocelo,16957
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,8925
30,Veracruz de Ignacio de la Llave,166,Tepetlán,9405
30,Veracruz de Ignacio de la Llave,167,Tepetzintla,14619
30,Veracruz de Ignacio de la Llave,168,Tequila,16343
30,Veracruz de Ignacio de la Llave,169,José Azueta,22709
30,Veracruz de Ignacio de la Llave,170,Texcatepec,10824
30,Veracruz de Ignacio de la Llave,171,Texhuacán,5575
30,Veracruz de Ignacio de la Llave,172,Texistepec,19925
30,Veracruz de Ignacio de la Llave,173,Tezonapa,54537
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,95602
30,Veracruz de Ignacio de la Llave,175,Tihuatlán,92726
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,4489
30,Veracruz de Ignacio de la Llave,177,Tlacolulan,11685
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,12898
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía,4284
30,Veracruz de Ignacio de la Llave,180,Tlachichilco,10900
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,37795
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,19664
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,61377
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,7933
30,Veracruz de Ignacio de la Llave,185,Tlilapan,5548
30,Veracruz de Ignacio de la Llave,186,Tomatlán,7197
30,Veracruz de Ignacio de la Llave,187,Tonayán,6105
30,Veracruz de Ignacio de la Llave,188,Totutla,17217
30,Veracruz de Ignacio de la Llave,189,Tuxpan,154600
30,Veracruz de Ignacio de la Llave,190,Tuxtilla,2258
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,30097
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,20204
30,Veracruz de Ignacio de la Llave,193,Veracruz,607209
30,Veracruz de Ignacio de la Llave,194,Villa Aldama,12492
30,Veracruz de Ignacio de la Llave,195,Xoxocotla,5900
30,Veracruz de Ignacio de la Llave,196,Yanga,17902
30,Veracruz de Ignacio de la Llave,197,Yecuatla,11205
30,Veracruz de Ignacio de la Llave,198,Zacualpan,6788
30,Veracruz de Ignacio de la Llave,199,Zaragoza,11899
30,Veracruz de Ignacio de la Llave,200,Zentla,12581
30,Veracruz de Ignacio de la Llave,201,Zongolica,45028
30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,14644
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,14524
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,44104
30,Veracruz de Ignacio de la Llave,205,El Higo,19402
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,29209
30,Veracruz de Ignacio de la Llave,207,Tres Valles,44978
30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,23376
30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,15044
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,30891
30,Veracruz de Ignacio de la Llave,211,San Rafael,30351
30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,13062
31,Yucatán,1,Abalá,6550
31,Yucatán,2,Acanceh,16772
31,Yucatán,3,Akil,12285
31,Yucatán,4,Baca,6195
31,Yucatán,5,Bokobá,2167
31,Yucatán,6,Buctzotz,9159
31,Yucatán,7,Cacalchén,7490
31,Yucatán,8,Calotmul,3949
31,Yucatán,9,Cansahcab,4466
31,Yucatán,10,Cantamayec,2755
31,Yucatán,11,Celestún,8389
31,Yucatán,12,Cenotillo,3736
31,Yucatán,13,Conkal,16671
31,Yucatán,14,Cuncunul,1714
31,Yucatán,15,Cuzamá,5560
31,Yucatán,16,Chacsinkín,3104
31,Yucatán,17,Chankom,4686
31,Yucatán,18,Chapab,3385
31,Yucatán,19,Chemax,38934
31,Yucatán,20,Chicxulub Pueblo,4497
31,Yucatán,21,Chichimilá,9406
31,Yucatán,22,Chikindzonot,4363
31,Yucatán,23,Chocholá,4863
31,Yucatán,24,Chumayel,3244
31,Yucatán,25,Dzán,6003
31,Yucatán,26,Dzemul,3622
31,Yucatán,27,Dzidzantún,8345
31,Yucatán,28,Dzilam de Bravo,2936
31,Yucatán,29,Dzilam González,6240
31,Yucatán,30,Dzitás,4015
31,Yucatán,31,Dzoncauich,2818
31,Yucatán,32,Espita,16779
31,Yucatán,33,Halachó,21255
31,Yucatán,34,Hocabá,6514
31,Yucatán,35,Hoctún,6384
31,Yucatán,36,Homún,8090
31,Yucatán,37,Huhí,5250
31,Yucatán,38,Hunucmá,35137
31,Yucatán,39,Ixil,4186
31,Yucatán,40,Izamal,28555
31,Yucatán,41,Kanasín,141939
31,Yucatán,42,Kantunil,5553
31,Yucatán,43,Kaua,3405
31,Yucatán,44,Kinchil,7530
31,Yucatán,45,Kopomá,2677
31,Yucatán,46,Mama,3296
31,Yucatán,47,Maní,5968
31,Yucatán,48,Maxcanú,23991
31,Yucatán,49,Mayapán,3965
31,Yucatán,50,Mérida,995129
31,Yucatán,51,Mocochá,3430
31,Yucatán,52,Motul,37804
31,Yucatán,53,Muna,13494
31,Yucatán,54,Muxupip,2990
31,Yucatán,55,Opichén,7080
31,Yucatán,56,Oxkutzcab,33854
31,Yucatán,57,Panabá,7766
31,Yucatán,58,Peto,25954
31,Yucatán,59,Progreso,66008
31,Yucatán,60,Quintana Roo,976
31,Yucatán,61,Río Lagartos,3974
31,Yucatán,62,Sacalum,4962
31,Yucatán,63,Samahil,5631
31,Yucatán,64,Sanahcat,1701
31,Yucatán,65,San Felipe,2118
31,Yucatán,66,Santa Elena,4220
31,Yucatán,67,Seyé,10053
31,Yucatán,68,Sinanché,3206
31,Yucatán,69,Sotuta,8967
31,Yucatán,70,Sucilá,3971
31,Yucatán,71,Sudzal,1949
31,Yucatán,72,Suma,1857
31,Yucatán,73,Tahdziú,5854
31,Yucatán,74,Tahmek,3774
31,Yucatán,75,Teabo,6921
31,Yucatán,76,Tecoh,17939
31,Yucatán,77,Tekal de Venegas,2683
31,Yucatán,78,Tekantó,3747
31,Yucatán,79,Tekax,45062
31,Yucatán,80,Tekit,11020
31,Yucatán,81,Tekom,3355
31,Yucatán,82,Telchac Pueblo,3512
31,Yucatán,83,Telchac Puerto,1915
31,Yucatán,84,Temax,7037
31,Yucatán,85,Temozón,16680
31,Yucatán,86,Tepakán,2133
31,Yucatán,87,Tetiz,5464
31,Yucatán,88,Teya,1917
31,Yucatán,89,Ticul,40495
31,Yucatán,90,Timucuy,7503
31,Yucatán,91,Tinum,12700
31,Yucatán,92,Tixcacalcupul,7888
31,Yucatán,93,Tixkokob,18420
31,Yucatán,94,Tixmehuac,5444
31,Yucatán,95,Tixpéhual,5690
31,Yucatán,96,Tizimín,80672
31,Yucatán,97,Tunkás,3684
31,Yucatán,98,Tzucacab,15346
31,Yucatán,99,Uayma,4191
31,Yucatán,100,Ucú,4049
31,Yucatán,101,Umán,69147
31,Yucatán,102,Valladolid,85460
31,Yucatán,103,Xocchel,3451
31,Yucatán,104,Yaxcabá,16350
31,Yucatán,105,Yaxkukul,3293
31,Yucatán,106,Yobaín,2215
32,Zacatecas,1,Apozol,6260
32,Zacatecas,2,Apulco,4942
32,Zacatecas,3,Atolinga,2277
32,Zacatecas,4,Benito Juárez,4493
32,Zacatecas,5,Calera,45759
32,Zacatecas,6,Cañitas de Felipe Pescador,8255
32,Zacatecas,7,Concepción del Oro,12115
32,Zacatecas,8,Cuauhtémoc,13466
32,Zacatecas,9,Chalchihuites,10086
32,Zacatecas,10,Fresnillo,240532
32,Zacatecas,11,Trinidad García de la Cadena,3362
32,Zacatecas,12,Genaro Codina,8168
32,Zacatecas,13,General Enrique Estrada,6644
32,Zacatecas,14,General Francisco R. Murguía,20191
32,Zacatecas,15,El Plateado de Joaquín Amaro,1579
32,Zacatecas,16,General Pánfilo Natera,23526
32,Zacatecas,17,Guadalupe,211740
32,Zacatecas,18,Huanusco,4547
32,Zacatecas,19,Jalpa,25296
32,Zacatecas,20,Jerez,59910
32,Zacatecas,21,Jiménez del Teul,4465
32,Zacatecas,22,Juan Aldama,19749
32,Zacatecas,23,Juchipila,12251
32,Zacatecas,24,Loreto,53709
32,Zacatecas,25,Luis Moya,13184
32,Zacatecas,26,Mazapil,17774
32,Zacatecas,27,Melchor Ocampo,2736
32,Zacatecas,28,Mezquital del Oro,2451
32,Zacatecas,29,Miguel Auza,23713
32,Zacatecas,30,Momax,2446
32,Zacatecas,31,Monte Escobedo,8683
32,Zacatecas,32,Morelos,13207
32,Zacatecas,33,Moyahua de Estrada,4530
32,Zacatecas,34,Nochistlán de Mejía,27945
32,Zacatecas,35,Noria de Ángeles,16284
32,Zacatecas,36,Ojocaliente,44144
32,Zacatecas,37,Pánuco,17577
32,Zacatecas,38,Pinos,72241
32,Zacatecas,39,Río Grande,64535
32,Zacatecas,40,Sain Alto,21844
32,Zacatecas,41,El Salvador,2509
32,Zacatecas,42,Sombrerete,63665
32,Zacatecas,43,Susticacán,1365
32,Zacatecas,44,Tabasco,16588
32,Zacatecas,45,Tepechitlán,8321
32,Zacatecas,46,Tepetongo,6490
32,Zacatecas,47,Teúl de González Ortega,5356
32,Zacatecas,48,Tlaltenango de Sánchez Román,27302
32,Zacatecas,49,Valparaíso,32461
32,Zacatecas,50,Vetagrande,10276
32,Zacatecas,51,Villa de Cos,34623
32,Zacatecas,52,Villa García,19525
32,Zacatecas,53,Villa González Ortega,13208
32,Zacatecas,54,Villa Hidalgo,19446
32,Zacatecas,55,Villanueva,31558
32,Zacatecas,56,Zacatecas,149607
32,Zacatecas,57,Trancoso,20455
32,Zacatecas,58,Santa María de la Paz,2767
